Full Name,Department,Job Title,Hiring day
Wayne Steve Olgaevich,Stark Industries,CEO,02/12/2019
Queen Tony Maryevich,Gamma Research,Archer,03/09/2020
Gale Oliver Nataliaevich,Oscorp Industries,Archer,28/08/2016
Gale Walter Dariaevich,Army,Agent,03/10/2016
White Bruce Sidorovich,CatCo Worldwide Media,Soldier,01/03/2022
Smoak Ben Dariaevich,CatCo Worldwide Media,Scientist,05/12/2017
Kent Ben Nikolaevich,SSR,Photographer,18/07/2024
Rogers Daniel Nikolaevich,Oscorp Industries,Journalist,15/10/2022
Parker Steve Tatianaevich,CatCo Worldwide Media,Lawyer,16/10/2023
Murdock Walter Svetlanaevich,Fantastic Four,Model,27/02/2018
Carter Oliver Nataliaevich,S.H.I.E.L.D.,Agent,28/08/2018
Carter Barry Olgaevich,Daily Planet,Reporter,19/05/2023
Wilson Norman Elenaevich,Gamma Research,Agent,26/06/2020
Todd Peter Dariaevich,Army,Scientist,09/03/2020
Stark Norman Nataliaevich,CatCo Worldwide Media,Scientist,29/12/2019
Osborn Wade Maryevich,Palmer Technologies,Soldier,15/01/2018
Murdock Peter Katerinaevich,Oscorp Industries,Agent,17/07/2017
Jones Jason Katerinaevich,Oscorp Industries,CEO,27/11/2022
Parker Wade Sidorovich,CatCo Worldwide Media,IT Specialist,12/02/2022
Murdock Matt Ivanovich,Palmer Technologies,Model,21/04/2018
Wilson Tony Maryevich,SSR,Private Investigator,19/07/2021
Storm Steve Elenaevich,Daily Planet,Photographer,01/06/2019
Danvers Walter Tatianaevich,Palmer Technologies,CEO,23/05/2017
Smoak Wade Elenaevich,Fantastic Four,Private Investigator,15/08/2020
Smoak Clark Tatianaevich,Fantastic Four,Spy,16/01/2017
Maximoff Norman Petrovich,Rand Enterprises,CEO,21/12/2023
Parker Steve Maryevich,SSR,Model,09/01/2019
Wayne David Svetlanaevich,Gamma Research,Spy,24/03/2020
Osborn Oliver Maryevich,Central City Police Department,Air Force Pilot,01/02/2018
